Date,DAX Notional Return,Amsterdam Index Notional Return,CAC40 Notional Return,PSI-20 Notional Return,IBEX-35 Notional Return,FTSE/Athens Notional Return,BEL-20 Notional Return,FTSE/MIB Notional Return,Gold Notional Return,Silver Notional Return
2004-04-22,0.011567807039133626,0.004146411209608125,0.011093290564020197,0.0006671114076051143,0.001272958719767292,0.019715317941481958,0.005205601065332299,0.006526468455402501,0.006397134083930389,-0.02303325223033259
2004-04-23,0.002676399026763976,0.004328634486686633,0.006609385327164485,0.0013333333333331865,0.004782661339145067,0.0034365044971069736,0.005620232838217554,0.0033141210374638685,0.004576659038901587,0.022414079362444106
2004-04-26,0.004367871875758267,-0.0011909150197069174,-0.006172028890347958,-0.0013315579227695107,0.0036753630174128915,0.003856615724990853,-0.005788423153692546,0.003159557661927437,0.0022767518340500725,0.0016225864027259451
2004-04-27,0.005919304179753615,-0.0014194464158977516,-0.0007928118393234485,0.0006666666666665932,-0.0005402809460919311,-0.0012680202279417019,-0.002609917687211416,-0.002183249821045119,0.006562342251388298,0.010043738862789642
2004-04-28,-0.018854329290260652,-0.01819474058280024,-0.01621549182524784,-0.0006662225183210468,-0.015316235209321905,0.012106830307885286,-0.009661835748792313,-0.00821406793643964,-0.03360080240722163,-0.05902165196471543
2004-04-29,-0.02007343941248474,-0.009931953091067092,-0.009944149298460658,0.00039999999999995595,-0.009759668171282265,-0.009811534900391439,-0.008821138211381974,-0.0069439421338155505,0.0031136481577582753,-0.008010908471109413
2004-04-30,-0.006245316012990276,-0.005907814693495661,-0.002063841496973029,-0.0021324803411969517,-0.007268695330787223,-0.009343186788326685,-0.004634376409793806,-0.006118435428654645,0.0010346611484739476,0.04432989690721634
2004-05-03,0.007415786827551507,0.009708737864077888,0.00978905280573561,0.008013890743956198,0.010672623479771826,0.01829170821566417,0.009064688916357477,0.008794430194210223,0.0,-0.010200723922342947
2004-05-04,-0.005115408608858396,-0.001602564102564208,-0.0017749863462589444,-0.0009275208692195447,-0.002578585461689542,-0.001906200008970349,0.00028583095140888304,-0.0023247366509262513,0.01136950904392764,0.0034906914893617635
2004-05-05,0.012289942312515567,0.007383627608346766,0.00916427301326772,0.007957559681697646,0.011387418441462405,-0.006006635759704726,0.0031840633546964536,0.004478264035534751,0.005109862033725099,0.011098227596488375
2004-05-06,-0.03567888999008917,-0.02080074164204171,-0.02073732718894017,-0.011184210526315796,-0.015458584383178153,-0.011226896328277558,-0.015259409969481164,-0.018159411359599864,-0.01372648703609558,-0.04669069462647446
2004-05-07,-0.004496402877697925,-0.0014792899408285765,-0.005397923875432475,-0.005455755156353992,-0.012672312542498565,0.00016002804300963014,-0.007851239669421473,-0.004909923213230916,-0.02396907216494848,-0.039525691699604626
2004-05-10,-0.018453994063750256,-0.02577777777777779,-0.0224046757584192,-0.01659084827401658,-0.026358627598297102,-0.025653724247226672,-0.026239067055393583,-0.022964199591912426,-0.0010562450488511566,0.029880121667561266
2004-05-11,0.009466210886142523,0.01125304136253047,0.016370106761565806,0.0020408163265306367,0.013568259275930972,0.010369014943580446,0.014970059880239583,0.013251822600242935,-0.0037007665873647344,-0.04204308547602498
2004-05-12,-0.02135972909611883,-0.021052631578947323,-0.011484593837535084,-0.008553971486761736,-0.011610201751046878,0.0064315400868375505,-0.004214075010535168,-0.010155518081319093,0.0013266118333776777,0.007616974972796564
2004-05-13,0.017700292786797966,0.014900153609831213,0.013743270048172329,-0.0016433853738702098,0.005969574427113544,0.0127116688967841,0.00973338975878102,0.011281895964261324,-0.006889242183359845,0.009179265658747271
2004-05-14,-0.0011769321302470548,-0.008929922809141955,-0.002655485674353586,-0.002057613168724215,-0.007210311383358925,-0.009210955949913058,0.0037720033528918506,-0.005390835579514808,0.005869797225186657,0.02033172819689666
2004-05-17,-0.01662738936894481,-0.013591936469150911,-0.013312780269058244,-0.02268041237113405,-0.014525355099942239,-0.018209966431122604,-0.015448851774530259,-0.011329418849744033,0.006631299734748186,-0.00926411466526822
2004-05-18,0.0071894554653175735,0.010342158228828113,0.0072432893054963365,0.011251758087201136,0.0074349442379182396,0.006330892569983426,0.01577608142493636,0.004682681691856594,-0.009749670619235928,0.0008821453775580412
2004-05-19,0.022604097818902824,0.02032032955209173,0.02115059221658222,0.013908205841446364,0.023027166882276795,-0.002222500469542199,0.008358336905272212,0.01591511936339529,0.018893028206492746,0.04353957341794468
2004-05-20,-0.007368148914167594,-0.007200964145826938,-0.009665838166252438,-0.0057613168724279795,-0.011380880121396153,-0.029333333333333544,0.0012327311370883276,-0.003170458784035768,-0.011752415774353486,-0.02483108108108112
2004-05-21,-0.002604505795025358,0.0005766137598250953,-0.0002788622420525355,0.002483443708609423,0.0,-0.012629282482223614,0.003651184512184935,-0.0012722170252572607,0.016913319238900604,0.015589814654425771
2004-05-24,0.007964486225355838,0.00961480133454673,0.011297071129707126,-0.001513900357831055,0.009017651573292484,0.01053217345761337,0.0050761421319796,0.011651867670750438,0.002078461938165743,0.02165387894288151
2004-05-25,0.004015544041450658,-0.006819479075915513,-0.005516480485450281,-0.008959338387319105,-0.005831273372631007,-0.012827572802954212,-0.010521885521885488,-0.0047033553070142675,0.00700025926886183,0.014686248331108098
2004-05-26,0.0019352341633338543,0.008771929824561209,0.014838441270281555,0.0020862308762168436,0.010710870258208383,0.016751435602953446,0.008932369204593726,0.008744186046511615,-0.0002574665293512135,-0.004934210526315708
2004-05-27,0.007597218645377213,0.0106446776611695,0.005624914254355851,0.005551700208188626,0.006181795243802357,0.013732229591260525,0.008431703204047292,0.004942825525636296,0.016997167138810276,0.023140495867768562
2004-05-28,0.0023003194888178147,0.0010384215991692258,-0.0066848567530696235,0.0005521048999310718,-0.002570371763525814,0.007895323294387246,-0.001839464882943176,-0.0027161943914256748,-0.0022790579893643415,-0.013731825525040375
2004-05-31,0.002677546857070112,0.000889152341434496,0.004395000686718831,-0.008414953786729185,0.0005028284098052005,0.0,0.001800971687049735,0.0005152741994847165,0.0,0.0
2004-06-01,-0.014877924720244073,-0.015842463725199707,-0.011896622453165584,-0.0011129660545353692,-0.014009297650458552,-0.007880855364983064,-0.0024666583051131674,-0.00400971159505592,0.001522842639593902,-0.009009009009009139
2004-06-02,0.012779140312378923,0.0073717466526250774,0.006919457514530825,0.001949860724234087,0.007709461611978385,0.0016555500724302341,0.005029337803855949,0.0031394275161589213,-0.00760263558033436,-0.03586776859504137
2004-06-03,0.0005098139179200434,0.005973715651135025,0.0009620670698187173,0.002085070892410279,-0.0018968133535660625,0.008033628402968729,0.009799833194328533,-0.0009204712812960203,-0.008937691521961333,-0.01800102863020736
2004-06-04,0.014649681528662528,0.0077197149643704055,0.012220238912536097,0.003051740879456366,0.01520334473584195,0.01749213681546946,0.009704728474086322,0.00571217984153316,0.0072146354032465165,0.013093575418994474
2004-06-07,0.01092278719397366,0.009281084266352435,0.007867607162235446,0.01493569354169555,0.012417321851990515,-0.006608509715206434,0.005725971370142968,0.012385489190179566,0.007162957278076254,0.01568154402895061
2004-06-08,-0.0007451564828614421,0.00116771274266525,-0.00040376850605639003,-0.005314075487123593,-0.0013559322033898091,-0.005739999844021848,-8.133387555897542e-05,0.0015201969016940264,-0.006858013716027456,-0.022056328469630126
2004-06-09,-0.007705692269450615,-0.0036448461874909466,-0.007001481082536731,0.00136986301369868,-0.003332716163673477,0.0010746193729556097,-0.0031722791605661715,-0.0005421033610408799,-0.01662404092071612,-0.02359472588480227
2004-06-10,0.006638276553106115,0.0014632718759144403,0.0031186440677966054,0.0016415868673049783,0.002291163539537955,-0.0002585720554125759,0.003671970624234966,0.004881576568432466,0.003641092327698159,0.020788912579957408
2004-06-11,-0.0013686699017044779,-0.0021917007597896943,-0.00013517166801824132,0.0017754711827371317,-0.0042629432843197534,0.000744566623037457,-0.003658536585365746,0.0,0.0,0.0
2004-06-14,-0.01981061549962637,-0.01186118026065297,-0.015276463431120879,-0.006407634628493586,-0.013153812744307158,-0.010572811428034457,-0.008159934720522344,-0.009247930910399438,-0.0059600932884165125,-0.015665796344647598
2004-06-15,0.020211008008135467,0.007468879668049766,0.012355848434925765,0.004802414928649856,0.00855077019805095,0.011611892097264542,0.007280954339777823,0.012058257363890545,0.011730969760166854,0.013616268788682495
2004-06-16,-0.0032202130294772813,0.006432284782800224,0.00718741524274491,0.005298193180274469,0.005639804486777811,0.0046432598346279885,0.002649816551161699,0.005921406782702254,-0.009018294254058201,-0.0017445917655267706
2004-06-17,-0.001615308151093564,0.0013716220159925019,0.002019658004577929,-0.00216216216216214,0.0054835493519442835,-0.01713105490822653,-0.0002846106932301584,-0.001070281840884757,0.011180447217888467,0.034952813701502716
2004-06-18,-0.001244555071561848,0.00250633870544692,0.006181134103735442,-0.00067713976164685,0.0001239464551312519,-0.005305018753915203,0.009028794533918916,0.002714285714285669,0.015942401645667292,0.009962850388382405
2004-06-21,-0.00012461059190038704,0.0006104828628736847,-0.0008012820512820484,0.003930071825450687,0.0024786218862313802,-0.012627752355745536,-0.00564288593309159,0.003134349622453403,-0.0027841052898001095,-0.020565122889148912
2004-06-22,-0.012961116650049842,-0.012492736780941316,-0.01122694466720131,-0.0004049676025917881,-0.009210038323649417,0.004723303244142496,-0.0056749087961085465,-0.005716517540122146,0.002538071065989911,0.0011949470809151652
2004-06-23,0.005555555555555536,0.0022065313327448433,0.005542038388753667,-0.004726536124240455,0.004242310811653827,-0.0010607606939948555,0.0008153281695881809,0.004785201585544296,0.0,0.0013640238704177854
2004-06-24,0.009919638372676953,0.00842506971965351,0.0104852802796076,-0.0027137042062415073,0.00975337019320377,0.0027512529463347146,0.0028920570264765466,0.005046735615026554,0.0202480384712731,0.051063829787233894
2004-06-25,0.0006216585851051004,0.0010188635305079519,-0.0038579220433684336,0.0005442176870749105,-0.005844715147040769,-0.007629423420966175,-0.004102189188091465,0.0010962198097528297,-0.0004961548002978544,-0.007773279352226714
2004-06-28,0.017147117296222536,0.010410911100124931,0.0070666666666667766,0.0033995104704920287,0.007240547063555924,0.01407460104447944,0.004200652528548066,0.0037442599788060082,-0.004715810374782858,-0.037375550840541893
2004-06-29,-0.0002443195699975975,-0.0021873650885018137,-0.004369124851052564,0.005285269006640503,-0.007188498402555865,-0.0030054448775900244,-4.061243552788696e-05,-0.0024985923423422873,-0.021197007481296715,-0.007629704984740582
2004-06-30,-0.0012218963831867047,-0.003634370763506256,-0.0049202127659574435,0.0016176867080075485,-0.008168822328114334,0.008179942748396618,0.006132726829664703,-0.004515787616863665,0.00025477707006382744,-0.01315564667691782
2004-07-01,-0.011499877660875901,0.002663347132559446,-0.004409995990912741,-0.0053835800807536804,0.0038060772446495417,-0.004449379386921359,-0.0018972268195214248,-0.005457702803274622,0.008660213958227247,0.02752770083102485
2004-07-02,-0.0022277227722772297,-0.012415186949617407,-0.007516778523489864,-0.0071718538565629375,-0.0010566882148185242,-0.004039068225996645,-0.006309148264984299,-0.00017817054484547956,0.005808080808080707,0.010614995787700199
2004-07-05,-0.0026048127015628753,-0.00599327583686593,-0.001487692723830203,-0.010222161646449512,0.0019911642088232817,-0.000759896654054959,-0.0010175010175008659,-0.00028512367239286185,0.0,0.0
2004-07-06,-0.015296604899888044,-0.01191176470588251,-0.006772314777190869,-0.002754062241806632,-0.003912314475563505,0.006235891196106236,-0.007496435119168976,-0.005098039215686301,-0.01431082098920411,-0.0056685561853950794
2004-07-07,0.0016418287446324786,-0.002976633427593356,-0.0008182190099550457,-0.0057995028997513964,0.004925187032418954,-0.004391373179211011,0.007347810024219026,-0.00032249973125020315,0.024707080998471742,0.02448021462105987
